system:index,AnualTemp_05Km,AnualTemp_100Km,AnualTemp_10Km,AnualTemp_25Km,AnualTemp_50Km,AnualTemp_75Km,BAI1317_05Km,BAI1317_100Km,BAI1317_10Km,BAI1317_25Km,BAI1317_50Km,BAI1317_75Km,CEC_05Km,CEC_100Km,CEC_10Km,CEC_25Km,CEC_50Km,CEC_75Km,Cropland_05Km,Cropland_100Km,Cropland_10Km,Cropland_25Km,Cropland_50Km,Cropland_75Km,DriestQuartes_05Km,DriestQuartes_100Km,DriestQuartes_10Km,DriestQuartes_25Km,DriestQuartes_50Km,DriestQuartes_75Km,ForestUntl10_05Km,ForestUntl10_100Km,ForestUntl10_10Km,ForestUntl10_25Km,ForestUntl10_50Km,ForestUntl10_75Km,GrossDef_05Km,GrossDef_100Km,GrossDef_10Km,GrossDef_25Km,GrossDef_50Km,GrossDef_75Km,HFPrint_05Km,HFPrint_100Km,HFPrint_10Km,HFPrint_25Km,HFPrint_50Km,HFPrint_75Km,IDH03_05Km,IDH03_100Km,IDH03_10Km,IDH03_25Km,IDH03_50Km,IDH03_75Km,IDH9010_05Km,IDH9010_100Km,IDH9010_10Km,IDH9010_25Km,IDH9010_50Km,IDH9010_75Km,Latitude,Longitude,NBR1317_05Km,NBR1317_100Km,NBR1317_10Km,NBR1317_25Km,NBR1317_50Km,NBR1317_75Km,NPP0010_05Km,NPP0010_100Km,NPP0010_10Km,NPP0010_25Km,NPP0010_50Km,NPP0010_75Km,NPP03_05Km,NPP03_100Km,NPP03_10Km,NPP03_25Km,NPP03_50Km,NPP03_75Km,OpCostIISMean_05Km,OpCostIISMean_100Km,OpCostIISMean_10Km,OpCostIISMean_25Km,OpCostIISMean_50Km,OpCostIISMean_75Km,OpCostIIS_05Km_SUM,OpCostIIS_100Km_SUM,OpCostIIS_10Km_SUM,OpCostIIS_25Km_SUM,OpCostIIS_50Km_SUM,OpCostIIS_75Km_SUM,PastAgric_05Km,PastAgric_100Km,PastAgric_10Km,PastAgric_25Km,PastAgric_50Km,PastAgric_75Km,PercUrbArea09_05Km,PercUrbArea09_100Km,PercUrbArea09_10Km,PercUrbArea09_25Km,PercUrbArea09_50Km,PercUrbArea09_75Km,PrecSeanslty_05Km,PrecSeanslty_100Km,PrecSeanslty_10Km,PrecSeanslty_25Km,PrecSeanslty_50Km,PrecSeanslty_75Km,RuralPop_05Km,RuralPop_100Km,RuralPop_10Km,RuralPop_25Km,RuralPop_50Km,RuralPop_75Km,RuralPvty_05Km,RuralPvty_100Km,RuralPvty_10Km,RuralPvty_25Km,RuralPvty_50Km,RuralPvty_75Km,Site,SustainablePA_05Km,SustainablePA_100Km,SustainablePA_10Km,SustainablePA_25Km,SustainablePA_50Km,SustainablePA_75Km,T1RoadDensity_05Km,T1RoadDensity_100Km,T1RoadDensity_10Km,T1RoadDensity_25Km,T1RoadDensity_50Km,T1RoadDensity_75Km,T2RoadDensity_05Km,T2RoadDensity_100Km,T2RoadDensity_10Km,T2RoadDensity_25Km,T2RoadDensity_50Km,T2RoadDensity_75Km,T3RoadDensity_05Km,T3RoadDensity_100Km,T3RoadDensity_10Km,T3RoadDensity_25Km,T3RoadDensity_50Km,T3RoadDensity_75Km,T4RoadDensity_05Km,T4RoadDensity_100Km,T4RoadDensity_10Km,T4RoadDensity_25Km,T4RoadDensity_50Km,T4RoadDensity_75Km,T5RoadDensity_05Km,T5RoadDensity_100Km,T5RoadDensity_10Km,T5RoadDensity_25Km,T5RoadDensity_50Km,T5RoadDensity_75Km,TotalRoadDensity_05Km,TotalRoadDensity_100Km,TotalRoadDensity_10Km,TotalRoadDensity_25Km,TotalRoadDensity_50Km,TotalRoadDensity_75Km,WDeficit03_05Km,WDeficit03_100Km,WDeficit03_10Km,WDeficit03_25Km,WDeficit03_50Km,WDeficit03_75Km,WDeficit8910_05Km,WDeficit8910_100Km,WDeficit8910_10Km,WDeficit8910_25Km,WDeficit8910_50Km,WDeficit8910_75Km,WDeficit99_05Km,WDeficit99_100Km,WDeficit99_10Km,WDeficit99_25Km,WDeficit99_50Km,WDeficit99_75Km,YrlPrec_05Km,YrlPrec_100Km,YrlPrec_10Km,YrlPrec_25Km,YrlPrec_50Km,YrlPrec_75Km,bldfie_05Km,bldfie_100Km,bldfie_10Km,bldfie_25Km,bldfie_50Km,bldfie_75Km,cdd_05Km,cdd_100Km,cdd_10Km,cdd_25Km,cdd_50Km,cdd_75Km,cropIIS_05Km,cropIIS_100Km,cropIIS_10Km,cropIIS_25Km,cropIIS_50Km,cropIIS_75Km,croppastureIIS_05Km,croppastureIIS_100Km,croppastureIIS_10Km,croppastureIIS_25Km,croppastureIIS_50Km,croppastureIIS_75Km,deltaGHSL9015_05Km,deltaGHSL9015_100Km,deltaGHSL9015_10Km,deltaGHSL9015_25Km,deltaGHSL9015_50Km,deltaGHSL9015_75Km,deltaGPWCount0010_05Km,deltaGPWCount0010_100Km,deltaGPWCount0010_10Km,deltaGPWCount0010_25Km,deltaGPWCount0010_50Km,deltaGPWCount0010_75Km,deltaGPWDensity0010_05Km,deltaGPWDensity0010_100Km,deltaGPWDensity0010_10Km,deltaGPWDensity0010_25Km,deltaGPWDensity0010_50Km,deltaGPWDensity0010_75Km,elevation_05Km,elevation_100Km,elevation_10Km,elevation_25Km,elevation_50Km,elevation_75Km,f2003_05Km,f2003_100Km,f2003_10Km,f2003_25Km,f2003_50Km,f2003_75Km,fty_05Km,fty_100Km,fty_10Km,fty_25Km,fty_50Km,fty_75Km,govrnce_05Km,govrnce_100Km,govrnce_10Km,govrnce_25Km,govrnce_50Km,govrnce_75Km,latitude_209564535,longitude_209564535,pastoIIS_05Km,pastoIIS_100Km,pastoIIS_10Km,pastoIIS_25Km,pastoIIS_50Km,pastoIIS_75Km,phihox_05Km,phihox_100Km,phihox_10Km,phihox_25Km,phihox_50Km,phihox_75Km,phikcl_05Km,phikcl_100Km,phikcl_10Km,phikcl_25Km,phikcl_50Km,phikcl_75Km,sa_05Km,sa_100Km,sa_10Km,sa_25Km,sa_50Km,sa_75Km,slope_05Km,slope_100Km,slope_10Km,slope_25Km,slope_50Km,slope_75Km,sndppt_05Km,sndppt_100Km,sndppt_10Km,sndppt_25Km,sndppt_50Km,sndppt_75Km,strictlyPA_05Km,strictlyPA_100Km,strictlyPA_10Km,strictlyPA_25Km,strictlyPA_50Km,strictlyPA_75Km,treecover2000_05Km,treecover2000_100Km,treecover2000_10Km,treecover2000_25Km,treecover2000_50Km,treecover2000_75Km,urb_05Km,urb_100Km,urb_10Km,urb_25Km,urb_50Km,urb_75Km,wfire_05Km,wfire_100Km,wfire_10Km,wfire_25Km,wfire_50Km,wfire_75Km,.geo
00000000000000000061_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,256.51685,224.00188,251.20966,245.7355,230.40096,224.05988,11.6234389956431,209.33881659722098,15.662192895856407,120.93932833655403,158.0390688896095,174.79555423321895,17.383865,20.630133,16.743227,17.149733,19.724386,20.87042,0.35802469135802467,0.39694395625854323,0.34169278996865204,0.31025641025641026,0.3536630036630037,0.38613691090471275,612.81445,443.79352,607.2575,575.14,495.6658,457.73288,88.94353577075256,60.50573078307292,84.6601887157179,73.31042468618324,66.94864205483836,60.881025966834706,0.11150051114803992,0.047631394225921664,0.053735499349575847,0.03643799476387181,0.038079867068780436,0.04371858429328009,29.52577319587629,24.116987936289874,28.302197802197803,27.073322053017485,25.11217736598279,24.27780316879951,0.63463,0.6345286,0.63463,0.63463,0.63460535,0.63456917,0.6082355,0.60813826,0.6082355,0.6082355,0.6082118,0.6081771,2.0,98.5,0.9805726693984211,0.978366344636721,0.9808918668813457,0.979406161416061,0.9787062276038268,0.9785014097967957,11090.543008384893,11283.48306125832,11904.039392609617,11993.100429640528,11903.17912941094,11547.577549346159,15467.484618690134,13789.917127399993,14332.698615591684,11824.580102483164,13732.214717292722,14302.880556388089,1479.3965,2211.507,1586.5236,1730.6697,1974.0304,2080.5952,119831.11492919922,7.09296638565979E7,515620.13903808594,3476915.3673706055,1.5833698059326172E7,3.753601838088989E7,0.0,0.010139442,0.0,0.0,0.002236111,0.01054054,0.0,0.0,0.0,0.0,0.0,0.0,23.226805,27.451712,23.257524,24.001944,26.222572,27.228905,3953.0,2676.0246575342467,5051.0,4786.761904761905,3999.0309278350514,3229.81220657277,3.5746201999999996,24.685159288179914,13.011766123076923,30.621033224999998,22.120046666821715,20.317438566069487,98,0.0,0.010394797480669774,0.0,0.0,0.03133319680524268,0.01867868973132131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.564383561643835,0.0,0.0,8.195876288659793,9.446009389671362,0.0,12.643835616438356,0.0,0.0,0.0,6.107981220657277,203.0,178.7780821917808,151.6,210.61904761904762,269.36082474226805,213.93427230046947,0.0,1.073972602739726,0.0,0.0,0.6082474226804123,0.48826291079812206,203.0,202.04657534246576,151.6,210.61904761904762,278.16494845360825,229.9718309859155,0.0,2.2318181818181833,0.0625,0.4595588235294118,1.4132928475033733,2.0051594746716703,1.646212121212121,6.481360395397833,1.7146464646464645,2.2873217468805707,4.199791436633542,5.6312468019785085,0.0,2.308734402852049,0.0,0.1556372549019608,1.2449392712550609,1.9613821138211383,3495.701030927835,2752.1606944629457,3471.7391304347825,3330.48347375243,2998.1805774278214,2825.5965358334656,1087.4972,1055.2428,1108.0555,1111.4574,1058.8632,1046.6615,0.0,0.4095238095238095,0.0,0.2222222222222222,0.3888888888888889,0.47580645161290325,0.42547851404607895,0.40559889202173943,0.28918308832439116,0.337415929979253,0.30086732864547083,0.356921137716599,0.0,0.030660838243326567,0.0,8.475423218185387E-4,0.007325139862401749,0.02204404717423571,2.0576518,0.783602,1.5544281,2.4610603,1.3173372,0.9299954,22.103308,8.013415,22.496473,16.36928,12.078248,9.30205,27.795696,9.7213,27.795696,20.13069,15.135959,11.455366,605.9876543209876,526.922177532504,459.4646153846154,413.641612742658,524.2447325769854,543.1727176985754,87.8134594137833,57.88188353314985,83.0734398543341,71.93929662548202,64.81664839707436,58.64259334670828,0.0,0.04285714285714286,0.0,0.0,0.0,0.016129032258064516,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,,,0.0,0.0,0.0,0.0,0.0,0.0,50.531834,50.88286,50.571297,50.779457,50.77876,50.97401,44.50562,44.481785,44.360184,44.44539,44.44025,44.571316,1.0,0.3761904761904762,1.0,0.5,0.4074074074074074,0.3387096774193548,7.2770553,2.3383029,6.815861,3.804075,2.7830408,2.4091125,39.152622,39.075275,39.10679,40.293846,40.53846,39.715042,0.0,0.011214091863382661,0.0,0.0,0.0,0.0,77.56091789341342,70.1378578147202,79.97257396331554,79.04535935317784,78.43372876186528,71.62602900346418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.53735199420427,2.042581527200639]}"
00000000000000000043_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,272.81357,272.33884,272.94177,272.79504,272.683,272.53906,9.236827664219417,567.0540043717093,8.122743093636293,49.99500573798117,849.8996916589052,573.6933033270004,21.949312,21.930658,22.565525,21.49277,21.62856,21.593414,0.30864197530864196,0.2658865353280995,0.20615384615384616,0.31661600810536983,0.2715069011155228,0.2624890446976337,410.69073,425.9861,411.8274,423.14468,447.33527,448.42865,51.93432723360797,41.5809507046784,48.58162618161241,45.49997995438315,44.47097935657005,44.06137119169032,0.15020604494243378,0.06377872757916886,0.14029210234373965,0.12478107215415804,0.0890311726212966,0.06871686946890718,27.36082474226804,30.244708994708994,30.317808219178083,34.20661531490711,33.53300124533001,32.71264487835439,0.6300643,0.62742746,0.6300643,0.6300643,0.6300643,0.6290107,0.60385966,0.6013325,0.60385966,0.60385966,0.60385966,0.60284984,-2.0,106.0,0.9840466766719903,0.9780199910395068,0.9841727827032009,0.9831176358040109,0.9804844018685159,0.9788393420340453,8051.939043047803,8541.879400629965,7547.574157245789,8029.093734649013,8524.952797046819,8559.309174932961,5246.534056748815,9583.255373386733,5826.337105955688,9473.500046049901,10722.658689585782,10815.337159685394,2722.7163,1339.6176,2569.6672,2587.4543,1947.1958,1406.4171,220540.0185546875,4.29655537255249E7,835141.8909912109,5198195.647827148,1.561845774609375E7,2.537317083062744E7,0.005,0.0021122994,0.0023999999,0.0018095238,0.0021232876,0.001875969,0.0,2.5215324614387354E-4,0.0,0.0014349959542288545,5.664062042109288E-4,3.652607282223179E-4,32.907215,31.367998,32.89589,32.475563,31.230919,31.165033,5232.0,1724.6246575342466,4881.2,5317.428571428572,2879.4123711340208,2097.4272300469484,20.4738768,16.76616921256197,27.760606076923075,18.694544240206184,18.70055886475411,17.878315489024384,68,0.0,0.0043455058321262485,0.0,0.0,0.0,3.4160783420633114E-4,0.0,0.005479452054794521,0.0,0.09523809523809523,0.020618556701030927,0.009389671361502348,148.0,24.12054794520548,40.8,108.19047619047619,44.96907216494845,34.93427230046948,18.0,13.271232876712329,69.8,79.28571428571429,39.05154639175258,22.12676056338028,56.0,138.1917808219178,281.6,336.5238095238095,246.340206185567,202.38028169014083,87.0,12.216438356164383,31.8,53.57142857142857,18.103092783505154,17.572769953051644,308.0,187.7945205479452,423.6,577.4761904761905,348.4845360824742,277.0,26.166666666666668,35.20308548305515,26.2948717948718,27.54928315412187,26.592191601049862,28.48015873015873,70.89166666666668,72.33244815376828,71.15792540792542,72.32514662756599,71.34387675972319,70.96596921596914,0.0,0.3186646433990896,0.0,0.0,0.0,0.010770975056689343,2688.9278350515465,2708.8584519264145,2694.0301369863014,2734.802052785924,2797.429226158999,2799.5825171142706,971.1572,873.81213,974.22833,945.3386,915.08606,904.5852,1.0,0.8709677419354839,1.0,1.0,0.9298245614035088,0.8952380952380953,0.9764921139748203,0.5981641936445652,0.9682123408519293,0.7077765899643869,0.6342325379365352,0.6410667445948778,0.023507886025179697,0.16438842904037432,0.016611600375956638,0.18338439930881018,0.18003688595937314,0.1604907369158884,4.470042,1.3403591,2.3496213,7.169223,2.560838,1.7145759,21.043627,16.791475,21.043623,28.182823,25.912569,20.729946,24.4687,20.55389,24.4687,33.19552,31.68632,25.384653,30.925925925925927,10.39937018676145,30.48,28.874564459930312,18.053484602917344,12.877501247159248,46.00064674931217,36.099163365200795,43.04763036328182,40.61495550739009,39.625578997827326,39.17744690538336,0.0,0.01935483870967742,0.0,0.0,0.03508771929824561,0.02857142857142857,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,,,0.0,0.0,0.0,0.0,0.0,0.0,47.335052,47.369686,47.281506,47.41704,47.375446,47.324245,41.6323,43.026436,42.027626,42.70039,42.947968,43.01771,0.0,0.0064516129032258064,0.0,0.0,0.0,0.0,0.28323853,0.1828836,0.3239731,0.46687323,0.31462008,0.22879113,32.440723,36.379574,33.909363,36.007755,36.78954,36.584015,0.0,0.0,0.0,0.0,0.0,0.0,68.60864615350648,64.67839470151279,64.7262365102324,58.91547032986201,64.11155602631094,65.51497134853476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.96051043352932,-2.0380338827664417]}"
0000000000000000003c_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,254.75516,246.45918,252.98907,247.23093,245.10655,243.65205,12.137967954810932,270.46065766888694,16.63352694879717,110.7589936070349,202.94634424863355,242.29901807685263,16.811855,19.209887,17.140423,18.60589,19.273561,19.450386,0.0,0.05707861281674306,0.04777070063694268,0.0519653564290473,0.05396825396825397,0.051713912940339224,410.04123,413.90027,407.28766,411.4399,412.7105,415.77402,87.67321332679396,81.5658335027752,80.52914595336127,79.44949731322188,84.88527214227364,85.52620299125094,0.006957423244581657,0.0055761501569333806,0.01141076056705107,0.011521716400231563,0.007977095071745962,0.0054747411622859884,21.864583333333332,18.61105651105651,19.139455782312925,15.986394557823129,16.602826995819232,17.328288448697975,0.61180156,0.61180156,0.61180156,0.61180156,0.61180156,0.61180156,0.58635646,0.58635646,0.58635646,0.58635646,0.58635646,0.58635646,-3.0,129.0,0.98724908525766,0.9784074533422236,0.9872077157591803,0.985074398770058,0.9820607770660862,0.9800505112202997,9620.026036611884,9717.409872050584,9559.12382307542,9524.275695124288,9682.211855009815,9698.96900195423,0.0,2739.8510271814416,11.44059311682226,1663.474804333842,2233.9717454114457,2547.800179860236,2295.9084,502.21582,2271.7986,1734.1871,953.1569,642.81647,185968.58374023438,1.6107567761444092E7,738334.57421875,3483982.0169067383,7645271.655395508,1.15970517131958E7,0.0,5.304878E-4,0.0,0.0,2.1212122E-4,5.128205E-4,0.0,0.0,0.0,0.0,0.0,0.0,20.42268,29.74636,20.846575,22.9535,26.819841,28.576326,2417.0,576.4082191780822,1693.8,1000.6666666666666,790.3917525773196,695.4929577464789,3.6230198199999997,7.877993687692305,10.7443885,8.29844435090909,7.4467037845971555,6.816345603989632,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.684931506849315,0.0,0.0,4.989690721649485,5.492957746478873,0.0,10.934246575342465,7.6,9.428571428571429,23.04123711340206,14.464788732394366,257.0,23.975342465753425,87.4,68.80952380952381,40.597938144329895,26.539906103286384,4.0,16.367123287671234,0.8,6.0476190476190474,21.97938144329897,13.896713615023474,261.0,59.95068493150685,95.8,84.23809523809524,90.57731958762886,60.3849765258216,81.53333333333333,77.70435510887764,79.50641025641025,74.78455284552847,74.63877266387725,73.29449648711942,132.0507575757576,130.72974722095333,129.0932400932401,124.0448540280858,123.8532870546469,122.84980661415096,1.8333333333333333,4.279173646007817,1.6025641025641026,1.8343495934959355,2.50557880055788,2.437548790007807,2330.1134020618556,2568.8016597510373,2316.301369863014,2361.1185997910134,2456.2788218286955,2532.5069479663252,1218.3488,1202.2312,1221.7902,1219.5126,1205.9457,1200.4188,1.0,0.10077519379844961,1.0,0.1875,0.11363636363636363,0.10989010989010989,0.0,0.12535496914784688,0.05851438340425767,0.12887050597750946,0.09637677878320111,0.08358788177261783,0.0,0.006384745613026074,7.869170569718651E-4,0.014833061340868363,0.005730456677502868,0.0041490233429686794,0.0,0.41063303,0.15914355,0.9342624,0.5120834,0.36515522,10.175099,9.119093,10.03843,9.806427,9.620607,9.333994,11.8398485,11.076634,11.8398485,11.8398485,11.564978,11.215399,239.08641975308643,150.81379976927633,241.03384615384616,304.65754106520654,258.96509163445955,220.77240729449588,86.66884828804275,81.22029227714901,79.77762308595368,79.0355170756294,84.50871007572441,85.3374763176727,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,,,0.0,0.0,0.0,0.0,0.0,0.0,47.645187,49.031963,48.0845,48.620167,48.701454,48.779774,42.26804,42.52784,42.524975,42.650448,42.403057,42.37267,0.0,0.4806201550387597,0.0,0.5,0.4772727272727273,0.4725274725274725,3.3571174,1.9527175,3.9487476,4.2389894,3.279089,2.7260785,38.627148,39.430515,39.304153,40.595703,40.44499,40.03648,0.0,8.539709649871905E-5,0.0,0.0,0.0,0.0,96.71152374656018,89.32603052753346,96.0026986935727,89.68427789075278,91.13093595764794,91.48432786336849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.03897667123923,-2.96261776650627]}"
00000000000000000069_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,268.0,259.5366,267.9009,266.4286,262.96005,259.48608,13.138120170477393,13.937352055242284,12.018640864769923,10.521903372160798,10.92959879695431,12.614827676741713,10.297251,11.58076,10.162101,10.820897,11.658557,11.707516,0.024691358024691357,0.07661100103783376,0.021538461538461538,0.03261414952333166,0.03640929064657878,0.051908141029222775,229.1134,235.08835,228.86575,229.80263,231.28076,237.43535,98.96440135016059,85.66443830942995,98.91774611187599,98.76888636163798,97.85450966788413,90.89771319044034,7.810336600690177E-5,0.00311848158131855,1.2652745292882005E-4,1.897198099243086E-4,0.0012172258159014928,0.002610550134202894,0.0,8.80004384402488,0.26301369863013696,2.588183807439825,4.325150684931507,6.87429990746603,0.613,0.6159265,0.613,0.613,0.613,0.6133034,0.5962857,0.5990458,0.5962857,0.5962857,0.5962857,0.59657216,4.5,-59.0,0.9810685294866086,0.9796735323445606,0.9809078692469438,0.9817603511523723,0.9817198103127923,0.9807227325539177,12465.315261166477,11409.260306314849,12301.599265034776,11879.296367520461,11589.411381922519,11540.891570960823,0.0,2216.027197355972,0.0,7.991428573254863,361.0027793634364,1299.6163745317467,0.0,429.9906,0.0,0.0,16.069365,262.9397,0.0,1.379108880480957E7,0.0,0.0,128892.36993408203,4743695.133300781,0.0,0.061161645,0.0042,0.008238096,0.0113402065,0.047647886,0.0,0.0,0.0,0.0,0.0,0.0,55.628864,57.388622,55.61918,55.685776,55.848656,56.345543,0.0,34.01917808219178,3.6,4.428571428571429,10.041237113402062,22.065727699530516,0.0,0.0742906593406142,0.0,9.24791855670103E-4,0.0022118993726027397,0.05852302034016892,106,1.0,0.14928444486016276,0.9938461538461538,0.7053260328521652,0.43947138760753024,0.22637326090571477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4821917808219178,0.0,0.0,0.0,0.0,0.0,0.3917808219178082,0.0,0.0,0.0,0.0,0.0,30.016438356164382,0.0,5.095238095238095,14.103092783505154,23.051643192488264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.893150684931506,0.0,5.095238095238095,14.103092783505154,23.051643192488264,307.75,299.9874288964729,306.6474358974359,303.78178694158083,300.482876712329,297.40550864495356,143.74318181818182,142.8987537490951,143.64393939393938,142.51686972820997,140.85343503528435,139.05071828051308,43.43333333333334,52.16126279863486,44.0,46.57989690721648,47.238812785388134,48.09016887816643,2019.5463917525774,2092.538267612967,2016.5534246575342,2027.1019693654266,2060.2418630136985,2114.664150392052,1318.5894,1315.0786,1313.5425,1304.7997,1298.8204,1306.2068,0.0,0.003278688524590164,0.0,0.0,0.0,0.0,0.0,0.004883923581625136,0.0,0.0,3.1937912219134456E-4,0.0028005409162760813,0.0,7.204475287699978E-4,0.0,0.0,0.0,2.5829533322747943E-4,0.0,0.0154100675,0.0,0.0,0.0,0.0109801255,0.0023768605,0.06373018,0.0023768581,0.00675612,0.026738985,0.045597512,0.002770464,0.07423702,0.00277046,0.0078735715,0.031128068,0.05311698,105.20987654320987,249.02668911545535,106.49538461538461,149.84768541562966,202.36965465652662,249.54769691258798,98.96178866853212,85.54185642574095,98.91342083351583,98.76178399128361,97.80389429019812,90.79336717377636,0.0,0.0,0.0,0.0,0.0,0.0,-0.205,-0.19913691,-0.205,-0.205,-0.205,-0.205,,,0.0,0.0012263383494634848,0.0,0.0,0.0,0.0013180786505310744,47.139175,48.81016,47.22694,47.536613,47.777195,48.366848,39.504295,41.378113,39.802284,40.176003,40.43076,40.944298,0.0,0.3540983606557377,0.0,0.0,0.10144927536231885,0.3050847457627119,0.72935957,2.0806723,0.83380055,1.6760838,2.3736744,2.3250155,49.680412,47.385414,49.317352,48.349453,46.831497,46.935448,0.0,0.0,0.0,0.0,0.0,0.0,99.14614415214962,88.39754239063711,98.94562512648871,98.85263435051888,98.08762109744696,93.15999662673286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-59.03807715194665,4.460723992366312]}"
